INCITS,County,State,Population,State_Abbr
39163,Vinton County,Ohio,13276,OH
39165,Warren County,Ohio,219169,OH
39167,Washington County,Ohio,61310,OH
39169,Wayne County,Ohio,115071,OH
39171,Williams County,Ohio,37500,OH
39173,Wood County,Ohio,129264,OH
39175,Wyandot County,Ohio,22447,OH
40001,Adair County,Oklahoma,22194,OK
40003,Alfalfa County,Oklahoma,5847,OK
40005,Atoka County,Oklahoma,13898,OK
40007,Beaver County,Oklahoma,5566,OK
40009,Beckham County,Oklahoma,23637,OK
40011,Blaine County,Oklahoma,9720,OK
40013,Bryan County,Oklahoma,44244,OK
40015,Caddo County,Oklahoma,29594,OK
40017,Canadian County,Oklahoma,126123,OK
40019,Carter County,Oklahoma,48491,OK
40021,Cherokee County,Oklahoma,48017,OK
40023,Choctaw County,Oklahoma,15045,OK
40025,Cimarron County,Oklahoma,2335,OK
40027,Cleveland County,Oklahoma,269340,OK
40029,Coal County,Oklahoma,5867,OK
40031,Comanche County,Oklahoma,124937,OK
40033,Cotton County,Oklahoma,6152,OK
40035,Craig County,Oklahoma,14672,OK
40037,Creek County,Oklahoma,70470,OK
40039,Custer County,Oklahoma,29377,OK
40041,Delaware County,Oklahoma,41377,OK
40043,Dewey County,Oklahoma,4844,OK
40045,Ellis County,Oklahoma,4170,OK
40047,Garfield County,Oklahoma,62267,OK
40049,Garvin County,Oklahoma,27334,OK
40051,Grady County,Oklahoma,53685,OK
40053,Grant County,Oklahoma,4528,OK
40055,Greer County,Oklahoma,6171,OK
40057,Harmon County,Oklahoma,2869,OK
40059,Harper County,Oklahoma,3813,OK
40061,Haskell County,Oklahoma,13052,OK
40063,Hughes County,Oklahoma,13823,OK
40065,Jackson County,Oklahoma,26088,OK
40067,Jefferson County,Oklahoma,6432,OK
40069,Johnston County,Oklahoma,10990,OK
40071,Kay County,Oklahoma,45633,OK
40073,Kingfisher County,Oklahoma,15276,OK
40075,Kiowa County,Oklahoma,9341,OK
40077,Latimer County,Oklahoma,10775,OK
40079,Le Flore County,Oklahoma,49774,OK
40081,Lincoln County,Oklahoma,34351,OK
40083,Logan County,Oklahoma,44422,OK
40085,Love County,Oklahoma,9742,OK
40087,McClain County,Oklahoma,36511,OK
40089,McCurtain County,Oklahoma,33065,OK
40091,McIntosh County,Oklahoma,20493,OK
40093,Major County,Oklahoma,7683,OK
40095,Marshall County,Oklahoma,15988,OK
40097,Mayes County,Oklahoma,40804,OK
40099,Murray County,Oklahoma,13712,OK
40101,Muskogee County,Oklahoma,70303,OK
40103,Noble County,Oklahoma,11446,OK
40105,Nowata County,Oklahoma,10555,OK
40107,Okfuskee County,Oklahoma,12377,OK
40109,Oklahoma County,Oklahoma,755245,OK
40111,Okmulgee County,Oklahoma,39438,OK
40113,Osage County,Oklahoma,47987,OK
40115,Ottawa County,Oklahoma,32245,OK
40117,Pawnee County,Oklahoma,16513,OK
40119,Payne County,Oklahoma,79066,OK
40121,Pittsburg County,Oklahoma,44703,OK
40123,Pontotoc County,Oklahoma,37992,OK
40125,Pottawatomie County,Oklahoma,71158,OK
40127,Pushmataha County,Oklahoma,11233,OK
40129,Roger Mills County,Oklahoma,3743,OK
40131,Rogers County,Oklahoma,89044,OK
40133,Seminole County,Oklahoma,25426,OK
40135,Sequoyah County,Oklahoma,41218,OK
40137,Stephens County,Oklahoma,44919,OK
40139,Texas County,Oklahoma,22081,OK
40141,Tillman County,Oklahoma,7711,OK
40143,Tulsa County,Oklahoma,622409,OK
40145,Wagoner County,Oklahoma,75700,OK
40147,Washington County,Oklahoma,51577,OK
40149,Washita County,Oklahoma,11678,OK
40151,Woods County,Oklahoma,9041,OK
40153,Woodward County,Oklahoma,21221,OK
41001,Baker County,Oregon,16018,OR
41003,Benton County,Oregon,86591,OR
41005,Clackamas County,Oregon,388263,OR
41007,Clatsop County,Oregon,37244,OR
41009,Columbia County,Oregon,49344,OR
41011,Coos County,Oregon,62282,OR
41013,Crook County,Oregon,20815,OR
41015,Curry County,Oregon,22339,OR
41017,Deschutes County,Oregon,165954,OR
41019,Douglas County,Oregon,106940,OR
41021,Gilliam County,Oregon,1947,OR
41023,Grant County,Oregon,7283,OR
41025,Harney County,Oregon,7146,OR
41027,Hood River County,Oregon,22675,OR
41029,Jackson County,Oregon,208545,OR
41031,Jefferson County,Oregon,21145,OR
41033,Josephine County,Oregon,83306,OR
41035,Klamath County,Oregon,65910,OR
41037,Lake County,Oregon,7820,OR
41039,Lane County,Oregon,356212,OR
41041,Lincoln County,Oregon,46350,OR
41043,Linn County,Oregon,118765,OR
41045,Malheur County,Oregon,30479,OR
41047,Marion County,Oregon,323614,OR
41049,Morrow County,Oregon,11336,OR
41051,Multnomah County,Oregon,766135,OR
41053,Polk County,Oregon,76794,OR
41055,Sherman County,Oregon,1731,OR
41057,Tillamook County,Oregon,25317,OR
41059,Umatilla County,Oregon,76720,OR
41061,Union County,Oregon,25652,OR
41063,Wallowa County,Oregon,6814,OR
41065,Wasco County,Oregon,25477,OR
41067,Washington County,Oregon,554996,OR
41069,Wheeler County,Oregon,1381,OR
41071,Yamhill County,Oregon,100725,OR
42001,Adams County,Pennsylvania,101546,PA
42003,Allegheny County,Pennsylvania,1231527,PA
42005,Armstrong County,Pennsylvania,68107,PA
42007,Beaver County,Pennsylvania,170115,PA
42009,Bedford County,Pennsylvania,49055,PA
42011,Berks County,Pennsylvania,413521,PA
42013,Blair County,Pennsylvania,126314,PA
42015,Bradford County,Pennsylvania,62316,PA
42017,Bucks County,Pennsylvania,626976,PA
42019,Butler County,Pennsylvania,185476,PA
42021,Cambria County,Pennsylvania,140499,PA
42023,Cameron County,Pennsylvania,4886,PA
42025,Carbon County,Pennsylvania,64786,PA
42027,Centre County,Pennsylvania,155403,PA
42029,Chester County,Pennsylvania,509468,PA
42031,Clarion County,Pennsylvania,39155,PA
42033,Clearfield County,Pennsylvania,81174,PA
42035,Clinton County,Pennsylvania,39954,PA
42037,Columbia County,Pennsylvania,66797,PA
42039,Crawford County,Pennsylvania,87376,PA
42041,Cumberland County,Pennsylvania,241212,PA
42043,Dauphin County,Pennsylvania,270937,PA
42045,Delaware County,Pennsylvania,561973,PA
42047,Elk County,Pennsylvania,31479,PA
42049,Erie County,Pennsylvania,280294,PA
42051,Fayette County,Pennsylvania,134999,PA
42053,Forest County,Pennsylvania,7631,PA
42055,Franklin County,Pennsylvania,152085,PA
42057,Fulton County,Pennsylvania,14670,PA
42059,Greene County,Pennsylvania,37838,PA
42061,Huntingdon County,Pennsylvania,45694,PA
42063,Indiana County,Pennsylvania,87745,PA
42065,Jefferson County,Pennsylvania,44966,PA
42067,Juniata County,Pennsylvania,24768,PA
42069,Lackawanna County,Pennsylvania,213931,PA
42071,Lancaster County,Pennsylvania,529600,PA
42073,Lawrence County,Pennsylvania,89333,PA
42075,Lebanon County,Pennsylvania,135486,PA
42077,Lehigh County,Pennsylvania,355092,PA
42079,Luzerne County,Pennsylvania,320103,PA
42081,Lycoming County,Pennsylvania,116754,PA
42083,McKean County,Pennsylvania,42979,PA
42085,Mercer County,Pennsylvania,115195,PA
42087,Mifflin County,Pennsylvania,46616,PA
42089,Monroe County,Pennsylvania,167148,PA
42091,Montgomery County,Pennsylvania,812376,PA
42093,Montour County,Pennsylvania,18541,PA
42095,Northampton County,Pennsylvania,299791,PA
42097,Northumberland County,Pennsylvania,94076,PA
42099,Perry County,Pennsylvania,45562,PA
42101,Philadelphia County,Pennsylvania,1553165,PA
42103,Pike County,Pennsylvania,56591,PA
42105,Potter County,Pennsylvania,17497,PA
42107,Schuylkill County,Pennsylvania,146920,PA
42109,Snyder County,Pennsylvania,39865,PA
42111,Somerset County,Pennsylvania,76520,PA
42113,Sullivan County,Pennsylvania,6351,PA
42115,Susquehanna County,Pennsylvania,42286,PA
42117,Tioga County,Pennsylvania,42463,PA
42119,Union County,Pennsylvania,44867,PA
42121,Venango County,Pennsylvania,53907,PA
42123,Warren County,Pennsylvania,40885,PA
42125,Washington County,Pennsylvania,208206,PA
42127,Wayne County,Pennsylvania,51548,PA
42129,Westmoreland County,Pennsylvania,362437,PA
42131,Wyoming County,Pennsylvania,28003,PA
42133,York County,Pennsylvania,438965,PA
44001,Bristol County[13],Rhode Island,49220,RI
44003,Kent County[13],Rhode Island,165035,RI
44005,Newport County[13],Rhode Island,82397,RI
44007,Providence County[13],Rhode Island,628600,RI
44009,Washington County[13],Rhode Island,126259,RI
45001,Abbeville County,South Carolina,25007,SC
45003,Aiken County,South Carolina,164176,SC
45005,Allendale County,South Carolina,9839,SC
45007,Anderson County,South Carolina,190641,SC
45009,Bamberg County,South Carolina,15430,SC
45011,Barnwell County,South Carolina,22119,SC
45013,Beaufort County,South Carolina,171838,SC
45015,Berkeley County,South Carolina,194020,SC
45017,Calhoun County,South Carolina,15055,SC
45019,Charleston County,South Carolina,372803,SC
45021,Cherokee County,South Carolina,55885,SC
45023,Chester County,South Carolina,32578,SC
45025,Chesterfield County,South Carolina,46197,SC
45027,Clarendon County,South Carolina,34355,SC
45029,Colleton County,South Carolina,37788,SC
45031,Darlington County,South Carolina,67935,SC
45033,Dillon County,South Carolina,31229,SC
45035,Dorchester County,South Carolina,145397,SC
45037,Edgefield County,South Carolina,26436,SC
45039,Fairfield County,South Carolina,23109,SC
45041,Florence County,South Carolina,138326,SC
45043,Georgetown County,South Carolina,60440,SC
45045,Greenville County,South Carolina,474266,SC
45047,Greenwood County,South Carolina,69723,SC
45049,Hampton County,South Carolina,20408,SC
45051,Horry County,South Carolina,289650,SC
45053,Jasper County,South Carolina,26629,SC
45055,Kershaw County,South Carolina,62516,SC
45057,Lancaster County,South Carolina,80458,SC
45059,Laurens County,South Carolina,66229,SC
45061,Lee County,South Carolina,18347,SC
45063,Lexington County,South Carolina,273752,SC
45065,McCormick County,South Carolina,9947,SC
45067,Marion County,South Carolina,32072,SC
45069,Marlboro County,South Carolina,28003,SC
45071,Newberry County,South Carolina,37521,SC
45073,Oconee County,South Carolina,75045,SC
45075,Orangeburg County,South Carolina,90942,SC
45077,Pickens County,South Carolina,119829,SC
45079,Richland County,South Carolina,399256,SC
45081,Saluda County,South Carolina,20091,SC
45083,Spartanburg County,South Carolina,290969,SC
45085,Sumter County,South Carolina,108123,SC
45087,Union County,South Carolina,28030,SC
45089,Williamsburg County,South Carolina,33067,SC
45091,York County,South Carolina,239363,SC
46003,Aurora County,South Dakota,2720,SD
46005,Beadle County,South Dakota,18080,SD
46007,Bennett County,South Dakota,3452,SD
46009,Bon Homme County,South Dakota,7046,SD
46011,Brookings County,South Dakota,32968,SD
46013,Brown County,South Dakota,37907,SD
46015,Brule County,South Dakota,5366,SD
46017,Buffalo County,South Dakota,2024,SD
46019,Butte County,South Dakota,10330,SD
46021,Campbell County,South Dakota,1334,SD
46023,Charles Mix County,South Dakota,9241,SD
46025,Clark County,South Dakota,3610,SD
46027,Clay County,South Dakota,13935,SD
46029,Codington County,South Dakota,27853,SD
46031,Corson County,South Dakota,4215,SD
46033,Custer County,South Dakota,8468,SD
46035,Davison County,South Dakota,19823,SD
46037,Day County,South Dakota,5596,SD
46039,Deuel County,South Dakota,4320,SD
46041,Dewey County,South Dakota,5586,SD
46043,Douglas County,South Dakota,3023,SD
46045,Edmunds County,South Dakota,4041,SD
46047,Fall River County,South Dakota,6839,SD
46049,Faulk County,South Dakota,2386,SD
46051,Grant County,South Dakota,7281,SD
46053,Gregory County,South Dakota,4242,SD
46055,Haakon County,South Dakota,1894,SD
46057,Hamlin County,South Dakota,5961,SD
46059,Hand County,South Dakota,3391,SD
46061,Hanson County,South Dakota,3405,SD
46063,Harding County,South Dakota,1262,SD
46065,Hughes County,South Dakota,17508,SD
46067,Hutchinson County,South Dakota,7145,SD
46069,Hyde County,South Dakota,1391,SD
46071,Jackson County,South Dakota,3216,SD
46073,Jerauld County,South Dakota,2066,SD
46075,Jones County,South Dakota,1001,SD
46077,Kingsbury County,South Dakota,5065,SD
46079,Lake County,South Dakota,12055,SD
46081,Lawrence County,South Dakota,24910,SD
46083,Lincoln County,South Dakota,49858,SD
46085,Lyman County,South Dakota,3892,SD
46087,McCook County,South Dakota,5654,SD
46089,McPherson County,South Dakota,2457,SD
46091,Marshall County,South Dakota,4763,SD
46093,Meade County,South Dakota,27202,SD
46095,Mellette County,South Dakota,2081,SD
46097,Miner County,South Dakota,2333,SD
46099,Minnehaha County,South Dakota,179640,SD
46101,Moody County,South Dakota,6404,SD
46102,Oglala Lakota County,South Dakota,14118,SD
46103,Pennington County,South Dakota,105761,SD
46105,Perkins County,South Dakota,3037,SD
46107,Potter County,South Dakota,2394,SD
46109,Roberts County,South Dakota,10251,SD
46111,Sanborn County,South Dakota,2324,SD
46115,Spink County,South Dakota,6610,SD
46117,Stanley County,South Dakota,2981,SD
46119,Sully County,South Dakota,1437,SD
46121,Todd County,South Dakota,9982,SD
46123,Tripp County,South Dakota,5498,SD
46125,Turner County,South Dakota,8361,SD
46127,Union County,South Dakota,14829,SD
46129,Walworth County,South Dakota,5524,SD
46135,Yankton County,South Dakota,22696,SD
46137,Ziebach County,South Dakota,2834,SD
47001,Anderson County,Tennessee,75542,TN
47003,Bedford County,Tennessee,45901,TN
47005,Benton County,Tennessee,16290,TN
47007,Bledsoe County,Tennessee,12841,TN
47009,Blount County,Tennessee,125099,TN
47011,Bradley County,Tennessee,101848,TN
47013,Campbell County,Tennessee,40238,TN
47015,Cannon County,Tennessee,13775,TN
47017,Carroll County,Tennessee,28513,TN
47019,Carter County,Tennessee,57338,TN
47021,Cheatham County,Tennessee,39492,TN
47023,Chester County,Tennessee,17321,TN
47025,Claiborne County,Tennessee,31560,TN
47027,Clay County,Tennessee,7774,TN
47029,Cocke County,Tennessee,35479,TN
47031,Coffee County,Tennessee,53357,TN
47033,Crockett County,Tennessee,14591,TN
47035,Cumberland County,Tennessee,57466,TN
47037,Davidson County,Tennessee,658602,TN
47039,Decatur County,Tennessee,11661,TN
47041,DeKalb County,Tennessee,19164,TN
47043,Dickson County,Tennessee,50266,TN
47045,Dyer County,Tennessee,38213,TN
47047,Fayette County,Tennessee,38690,TN
47049,Fentress County,Tennessee,17909,TN
47051,Franklin County,Tennessee,41129,TN
47053,Gibson County,Tennessee,49457,TN
47055,Giles County,Tennessee,28746,TN
47057,Grainger County,Tennessee,22702,TN
47059,Greene County,Tennessee,68267,TN
47061,Grundy County,Tennessee,13498,TN
47063,Hamblen County,Tennessee,63074,TN
47065,Hamilton County,Tennessee,348673,TN
47067,Hancock County,Tennessee,6679,TN
47069,Hardeman County,Tennessee,26306,TN
47071,Hardin County,Tennessee,26034,TN
47073,Hawkins County,Tennessee,56800,TN
47075,Haywood County,Tennessee,18224,TN
47077,Henderson County,Tennessee,28048,TN
47079,Henry County,Tennessee,32210,TN
47081,Hickman County,Tennessee,24267,TN
47083,Houston County,Tennessee,8292,TN
47085,Humphreys County,Tennessee,18243,TN
47087,Jackson County,Tennessee,11517,TN
47089,Jefferson County,Tennessee,52123,TN
47091,Johnson County,Tennessee,17977,TN
47093,Knox County,Tennessee,444622,TN
47095,Lake County,Tennessee,7731,TN
47097,Lauderdale County,Tennessee,27795,TN
47099,Lawrence County,Tennessee,41990,TN
47101,Lewis County,Tennessee,11961,TN
47103,Lincoln County,Tennessee,33633,TN
47105,Loudon County,Tennessee,50448,TN
47107,McMinn County,Tennessee,52341,TN
47109,McNairy County,Tennessee,26140,TN
47111,Macon County,Tennessee,22701,TN
47113,Madison County,Tennessee,98733,TN
47115,Marion County,Tennessee,28374,TN
47117,Marshall County,Tennessee,31130,TN
47119,Maury County,Tennessee,83761,TN
47121,Meigs County,Tennessee,11649,TN
47123,Monroe County,Tennessee,45265,TN
47125,Montgomery County,Tennessee,184119,TN
47127,Moore County,Tennessee,6301,TN
47129,Morgan County,Tennessee,21915,TN
47131,Obion County,Tennessee,31131,TN
47133,Overton County,Tennessee,22075,TN
47135,Perry County,Tennessee,7869,TN
47137,Pickett County,Tennessee,5090,TN
47139,Polk County,Tennessee,16690,TN
47141,Putnam County,Tennessee,73525,TN
47143,Rhea County,Tennessee,32513,TN
47145,Roane County,Tennessee,53047,TN
47147,Robertson County,Tennessee,67383,TN
47149,Rutherford County,Tennessee,281029,TN
47151,Scott County,Tennessee,22015,TN
47153,Sequatchie County,Tennessee,14681,TN
47155,Sevier County,Tennessee,93570,TN
47157,Shelby County,Tennessee,939465,TN
47159,Smith County,Tennessee,19074,TN
47161,Stewart County,Tennessee,13362,TN
47163,Sullivan County,Tennessee,156595,TN
47165,Sumner County,Tennessee,168888,TN
47167,Tipton County,Tennessee,61586,TN
47169,Trousdale County,Tennessee,7828,TN
47171,Unicoi County,Tennessee,18082,TN
47173,Union County,Tennessee,19102,TN
47175,Van Buren County,Tennessee,5583,TN
47177,Warren County,Tennessee,39965,TN
47179,Washington County,Tennessee,125546,TN
47181,Wayne County,Tennessee,16939,TN
47183,Weakley County,Tennessee,34450,TN
47185,White County,Tennessee,26244,TN
47187,Williamson County,Tennessee,198901,TN
47189,Wilson County,Tennessee,121945,TN
48001,Anderson County,Texas,57938,TX
48003,Andrews County,Texas,16799,TX
48005,Angelina County,Texas,87441,TX
48007,Aransas County,Texas,24356,TX
48009,Archer County,Texas,8681,TX
48011,Armstrong County,Texas,1949,TX
48013,Atascosa County,Texas,47093,TX
48015,Austin County,Texas,28847,TX
48017,Bailey County,Texas,7114,TX
48019,Bandera County,Texas,20601,TX
48021,Bastrop County,Texas,75825,TX
48023,Baylor County,Texas,3614,TX
48025,Bee County,Texas,32799,TX
48027,Bell County,Texas,326843,TX
48029,Bexar County,Texas,1817610,TX
48031,Blanco County,Texas,10723,TX
48033,Borden County,Texas,637,TX
48035,Bosque County,Texas,17855,TX
48037,Bowie County,Texas,93487,TX
48039,Brazoria County,Texas,330242,TX
48041,Brazos County,Texas,203164,TX
48043,Brewster County,Texas,9286,TX
48045,Briscoe County,Texas,1537,TX
48047,Brooks County,Texas,7237,TX
48049,Brown County,Texas,37749,TX
48051,Burleson County,Texas,17169,TX
48053,Burnet County,Texas,43823,TX
48055,Caldwell County,Texas,39232,TX
48057,Calhoun County,Texas,21806,TX
48059,Callahan County,Texas,13525,TX
48061,Cameron County,Texas,417276,TX
48063,Camp County,Texas,12413,TX
48065,Carson County,Texas,6010,TX
48067,Cass County,Texas,30331,TX
48069,Castro County,Texas,8030,TX
48071,Chambers County,Texas,36812,TX
48073,Cherokee County,Texas,50878,TX
48075,Childress County,Texas,7095,TX
48077,Clay County,Texas,10473,TX
48079,Cochran County,Texas,3016,TX
48081,Coke County,Texas,3210,TX
48083,Coleman County,Texas,8543,TX
48085,Collin County,Texas,854778,TX
48087,Collingsworth County,Texas,3099,TX
48089,Colorado County,Texas,20752,TX
48091,Comal County,Texas,118480,TX
48093,Comanche County,Texas,13623,TX
48095,Concho County,Texas,4043,TX
48097,Cooke County,Texas,38467,TX
48099,Coryell County,Texas,76192,TX
48101,Cottle County,Texas,1452,TX
48103,Crane County,Texas,4773,TX
48105,Crockett County,Texas,3807,TX
48107,Crosby County,Texas,5991,TX
48109,Culberson County,Texas,2277,TX
48111,Dallam County,Texas,7057,TX
48113,Dallas County,Texas,2480331,TX
48115,Dawson County,Texas,13810,TX
48117,Deaf Smith County,Texas,19177,TX
48119,Delta County,Texas,5238,TX
48121,Denton County,Texas,728799,TX
48123,DeWitt County,Texas,20503,TX
48125,Dickens County,Texas,2291,TX
48127,Dimmit County,Texas,10897,TX
48129,Donley County,Texas,3522,TX
48131,Duval County,Texas,11640,TX
48133,Eastland County,Texas,18245,TX
48135,Ector County,Texas,149378,TX
48137,Edwards County,Texas,1884,TX
48139,Ellis County,Texas,155976,TX
48141,El Paso County,Texas,827718,TX
48143,Erath County,Texas,39658,TX
48145,Falls County,Texas,17493,TX
48147,Fannin County,Texas,33659,TX
48149,Fayette County,Texas,24821,TX
48151,Fisher County,Texas,3856,TX
48153,Floyd County,Texas,6230,TX
48155,Foard County,Texas,1277,TX
48157,Fort Bend County,Texas,652365,TX
48159,Franklin County,Texas,10660,TX
48161,Freestone County,Texas,19646,TX
48163,Frio County,Texas,18065,TX
48165,Gaines County,Texas,18921,TX
48167,Galveston County,Texas,306782,TX
48169,Garza County,Texas,6317,TX
48171,Gillespie County,Texas,25357,TX
48173,Glasscock County,Texas,1251,TX
48175,Goliad County,Texas,7465,TX
48177,Gonzales County,Texas,20312,TX
48179,Gray County,Texas,23043,TX
48181,Grayson County,Texas,122353,TX
48183,Gregg County,Texas,123024,TX
48185,Grimes County,Texas,26859,TX
48187,Guadalupe County,Texas,143183,TX
48189,Hale County,Texas,35764,TX
48191,Hall County,Texas,3239,TX
48193,Hamilton County,Texas,8310,TX
48195,Hansford County,Texas,5555,TX
48197,Hardeman County,Texas,4016,TX
48199,Hardin County,Texas,55417,TX
48201,Harris County,Texas,4336853,TX
48203,Harrison County,Texas,66886,TX
48205,Hartley County,Texas,6100,TX
48207,Haskell County,Texas,5875,TX
48209,Hays County,Texas,176026,TX
48211,Hemphill County,Texas,4158,TX
48213,Henderson County,Texas,78675,TX
48215,Hidalgo County,Texas,815996,TX
48217,Hill County,Texas,34823,TX
48219,Hockley County,Texas,23530,TX
48221,Hood County,Texas,52905,TX
48223,Hopkins County,Texas,35565,TX
48225,Houston County,Texas,22911,TX
48227,Howard County,Texas,36147,TX
48229,Hudspeth County,Texas,3318,TX
48231,Hunt County,Texas,87048,TX
48233,Hutchinson County,Texas,21819,TX
48235,Irion County,Texas,1612,TX
48237,Jack County,Texas,8957,TX
48239,Jackson County,Texas,14591,TX
48241,Jasper County,Texas,35649,TX
48243,Jeff Davis County,Texas,2253,TX
48245,Jefferson County,Texas,252358,TX
48247,Jim Hogg County,Texas,5245,TX
48249,Jim Wells County,Texas,41680,TX
48251,Johnson County,Texas,154707,TX
48253,Jones County,Texas,19859,TX
48255,Karnes County,Texas,15081,TX
48257,Kaufman County,Texas,108568,TX
48259,Kendall County,Texas,37766,TX
48261,Kenedy County,Texas,412,TX
48263,Kent County,Texas,807,TX
48265,Kerr County,Texas,49953,TX
48267,Kimble County,Texas,4481,TX
48269,King County,Texas,285,TX
48271,Kinney County,Texas,3586,TX
48273,Kleberg County,Texas,32101,TX
48275,Knox County,Texas,3767,TX
48277,Lamar County,Texas,49426,TX
48279,Lamb County,Texas,13775,TX
48281,Lampasas County,Texas,20222,TX
48283,La Salle County,Texas,7369,TX
48285,Lavaca County,Texas,19581,TX
48287,Lee County,Texas,16628,TX
48289,Leon County,Texas,16742,TX
48291,Liberty County,Texas,76907,TX
48293,Limestone County,Texas,23326,TX
48295,Lipscomb County,Texas,3485,TX
48297,Live Oak County,Texas,11867,TX
48299,Llano County,Texas,19444,TX
48301,Loving County,Texas,95,TX
48303,Lubbock County,Texas,289324,TX
48305,Lynn County,Texas,5723,TX
48307,McCulloch County,Texas,8330,TX
48309,McLennan County,Texas,241481,TX
48311,McMullen County,Texas,764,TX
48313,Madison County,Texas,13781,TX
48315,Marion County,Texas,10235,TX
48317,Martin County,Texas,5312,TX
48319,Mason County,Texas,4128,TX
48321,Matagorda County,Texas,36592,TX
48323,Maverick County,Texas,55932,TX
48325,Medina County,Texas,47399,TX
48327,Menard County,Texas,2148,TX
48329,Midland County,Texas,151468,TX
48331,Milam County,Texas,24167,TX
48333,Mills County,Texas,4907,TX
48335,Mitchell County,Texas,9402,TX
48337,Montague County,Texas,19503,TX
48339,Montgomery County,Texas,499137,TX
48341,Moore County,Texas,22141,TX
48343,Morris County,Texas,12834,TX
48345,Motley County,Texas,1196,TX
48347,Nacogdoches County,Texas,65330,TX
48349,Navarro County,Texas,48038,TX
48351,Newton County,Texas,14140,TX
48353,Nolan County,Texas,15037,TX
48355,Nueces County,Texas,352107,TX
48357,Ochiltree County,Texas,10806,TX
48359,Oldham County,Texas,2102,TX
48361,Orange County,Texas,82957,TX
48363,Palo Pinto County,Texas,27889,TX
48365,Panola County,Texas,23870,TX
48367,Parker County,Texas,121418,TX
48369,Parmer County,Texas,9965,TX
48371,Pecos County,Texas,15697,TX
48373,Polk County,Texas,45790,TX
48375,Potter County,Texas,121661,TX
48377,Presidio County,Texas,7201,TX
48379,Rains County,Texas,11065,TX
48381,Randall County,Texas,126474,TX
48383,Reagan County,Texas,3601,TX
48385,Real County,Texas,3350,TX
48387,Red River County,Texas,12470,TX
48389,Reeves County,Texas,13965,TX
48391,Refugio County,Texas,7305,TX
48393,Roberts County,Texas,831,TX
48395,Robertson County,Texas,16486,TX
48397,Rockwall County,Texas,85245,TX
48399,Runnels County,Texas,10309,TX
48401,Rusk County,Texas,53622,TX
48403,Sabine County,Texas,10361,TX
48405,San Augustine County,Texas,8769,TX
48407,San Jacinto County,Texas,26856,TX
48409,San Patricio County,Texas,66137,TX
48411,San Saba County,Texas,6012,TX
48413,Schleicher County,Texas,3206,TX
48415,Scurry County,Texas,17302,TX
48417,Shackelford County,Texas,3375,TX
48419,Shelby County,Texas,25792,TX
48421,Sherman County,Texas,3093,TX
48423,Smith County,Texas,216080,TX
48425,Somervell County,Texas,8658,TX
48427,Starr County,Texas,61963,TX
48429,Stephens County,Texas,9247,TX
48431,Sterling County,Texas,1219,TX
48433,Stonewall County,Texas,1432,TX
48435,Sutton County,Texas,4006,TX
48437,Swisher County,Texas,7763,TX
48439,Tarrant County,Texas,1911541,TX
48441,Taylor County,Texas,134117,TX
48443,Terrell County,Texas,903,TX
48445,Terry County,Texas,12743,TX
48447,Throckmorton County,Texas,1600,TX
48449,Titus County,Texas,32581,TX
48451,Tom Green County,Texas,114954,TX
48453,Travis County,Texas,1120954,TX
48455,Trinity County,Texas,14393,TX
48457,Tyler County,Texas,21464,TX
48459,Upshur County,Texas,39884,TX
48461,Upton County,Texas,3372,TX
48463,Uvalde County,Texas,26926,TX
48465,Val Verde County,Texas,48623,TX
48467,Van Zandt County,Texas,52481,TX
48469,Victoria County,Texas,90028,TX
48471,Walker County,Texas,68817,TX
48473,Waller County,Texas,45213,TX
48475,Ward County,Texas,11244,TX
48477,Washington County,Texas,34147,TX
48479,Webb County,Texas,262495,TX
48481,Wharton County,Texas,41216,TX
48483,Wheeler County,Texas,5751,TX
48485,Wichita County,Texas,132047,TX
48487,Wilbarger County,Texas,13131,TX
48489,Willacy County,Texas,21921,TX
48491,Williamson County,Texas,471014,TX
48493,Wilson County,Texas,45418,TX
48495,Winkler County,Texas,7606,TX
48497,Wise County,Texas,60939,TX
48499,Wood County,Texas,42306,TX
48501,Yoakum County,Texas,8184,TX
48503,Young County,Texas,18341,TX
48505,Zapata County,Texas,14390,TX
48507,Zavala County,Texas,12156,TX
49001,Beaver County,Utah,6459,UT
49003,Box Elder County,Utah,50794,UT
49005,Cache County,Utah,116909,UT
49007,Carbon County,Utah,20988,UT
49009,Daggett County,Utah,1127,UT
49011,Davis County,Utah,322094,UT
49013,Duchesne County,Utah,20308,UT
49015,Emery County,Utah,10749,UT
49017,Garfield County,Utah,5083,UT
49019,Grand County,Utah,9360,UT
49021,Iron County,Utah,46780,UT
49023,Juab County,Utah,10348,UT
49025,Kane County,Utah,7260,UT
49027,Millard County,Utah,12662,UT
49029,Morgan County,Utah,10173,UT
49031,Piute County,Utah,1510,UT
49033,Rich County,Utah,2288,UT
49035,Salt Lake County,Utah,1079721,UT
49037,San Juan County,Utah,14973,UT
49039,Sanpete County,Utah,28237,UT
49041,Sevier County,Utah,20852,UT
49043,Summit County,Utah,38486,UT
49045,Tooele County,Utah,60762,UT
49047,Uintah County,Utah,35555,UT
49049,Utah County,Utah,551891,UT
49051,Wasatch County,Utah,26437,UT
49053,Washington County,Utah,147800,UT
49055,Wayne County,Utah,2747,UT
49057,Weber County,Utah,238519,UT
50001,Addison County,Vermont,36791,VT
50003,Bennington County,Vermont,36659,VT
